#BeginHeader,62,,,,,,,,
#FormatType,NR-500\NORMAL,,,,,,,,
#FormatVersion,R4.00.00,,,,,,,,
タイトル,,,,,,,,,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2022/7/4 10:39,73000,-19.94,-2.65,29.9,,,,,
2022/7/4 10:39,73000,-19.94,-2.65,29.9,,,,,
2022/7/4 10:39,73000,-19.94,-2.65,29.9,,,,,
2022/7/4 10:39,73000,-19.92,-2.65,29.9,,,,,
2022/7/4 10:39,73000,-19.9,-2.65,29.88,,,,,
2022/7/4 10:39,73000,-19.88,-2.7,29.88,,,,,
2022/7/4 10:40,73000,-19.86,-2.7,29.86,,,,,
2022/7/4 10:40,73000,-19.84,-2.7,29.84,,,,,
2022/7/4 10:40,73000,-19.82,-2.75,29.84,,,,,
2022/7/4 10:40,73000,-19.8,-2.75,29.82,,,,,
2022/7/4 10:40,73000,-19.8,-2.8,29.84,,,,,
2022/7/4 10:40,73000,-19.78,-2.75,29.84,,,,,
2022/7/4 10:40,73000,-19.78,-2.75,29.86,,,,,
2022/7/4 10:40,73000,-19.78,-2.75,29.9,,,,,
2022/7/4 10:40,73000,-19.78,-2.75,29.92,,,,,
2022/7/4 10:40,73000,-19.78,-2.7,29.94,,,,,
2022/7/4 10:40,73000,-19.8,-2.7,29.94,,,,,
2022/7/4 10:40,73000,-19.82,-2.65,29.96,,,,,
2022/7/4 10:40,73000,-19.84,-2.6,29.98,,,,,
2022/7/4 10:40,73000,-19.86,-2.6,30,,,,,
2022/7/4 10:40,73000,-19.88,-2.55,30.04,,,,,
2022/7/4 10:40,73000,-19.88,-2.55,30.04,,,,,
2022/7/4 10:40,73000,-19.9,-2.55,30.06,,,,,
2022/7/4 10:40,73000,-19.9,-2.55,30.06,,,,,
2022/7/4 10:40,73000,-19.9,-2.55,30.08,,,,,
2022/7/4 10:40,73000,-19.9,-2.55,30.08,,,,,
2022/7/4 10:40,73000,-19.9,-2.55,30.08,,,,,
2022/7/4 10:40,73000,-19.88,-2.6,30.06,,,,,
2022/7/4 10:40,73000,-19.88,-2.6,30.06,,,,,
2022/7/4 10:40,73000,-19.86,-2.6,30.04,,,,,
2022/7/4 10:40,73000,-19.84,-2.6,30.04,,,,,
2022/7/4 10:40,73000,-19.84,-2.6,30.08,,,,,
2022/7/4 10:40,73000,-19.82,-2.6,30.16,,,,,
2022/7/4 10:40,73000,-19.8,-2.6,30.18,,,,,
2022/7/4 10:40,73000,-19.8,-2.65,30.16,,,,,
2022/7/4 10:40,73000,-19.78,-2.65,30.12,,,,,
2022/7/4 10:40,73000,-19.76,-2.65,30.08,,,,,
2022/7/4 10:40,73000,-19.76,-2.65,30.06,,,,,
2022/7/4 10:40,73000,-19.74,-2.65,30.06,,,,,
2022/7/4 10:40,73000,-19.72,-2.65,30.08,,,,,
2022/7/4 10:40,73000,-19.72,-2.65,30.08,,,,,
2022/7/4 10:40,73000,-19.74,-2.65,30.1,,,,,
2022/7/4 10:40,73000,-19.74,-2.55,30.12,,,,,
2022/7/4 10:40,73000,-19.76,-2.55,30.14,,,,,
2022/7/4 10:40,73000,-19.78,-2.5,30.16,,,,,
2022/7/4 10:40,73000,-19.8,-2.45,30.16,,,,,
2022/7/4 10:40,73000,-19.82,-2.4,30.18,,,,,
2022/7/4 10:40,73000,-19.84,-2.4,30.2,,,,,
2022/7/4 10:40,73000,-19.86,-2.4,30.22,,,,,
2022/7/4 10:40,73000,-19.86,-2.4,30.24,,,,,
2022/7/4 10:40,73000,-19.86,-2.4,30.26,,,,,
2022/7/4 10:40,73000,-19.84,-2.4,30.26,,,,,
2022/7/4 10:40,73000,-19.84,-2.45,30.3,,,,,
2022/7/4 10:40,73000,-19.82,-2.45,30.32,,,,,
2022/7/4 10:40,73000,-19.78,-2.45,30.32,,,,,
2022/7/4 10:40,73000,-19.76,-2.5,30.32,,,,,
2022/7/4 10:40,73000,-19.74,-2.55,30.32,,,,,
2022/7/4 10:40,73000,-19.72,-2.55,30.3,,,,,
2022/7/4 10:40,73000,-19.7,-2.55,30.28,,,,,
2022/7/4 10:40,73000,-19.7,-2.55,30.26,,,,,
2022/7/4 10:40,73000,-19.7,-2.55,30.26,,,,,
2022/7/4 10:40,73000,-19.7,-2.55,30.26,,,,,
2022/7/4 10:40,73000,-19.7,-2.5,30.28,,,,,
2022/7/4 10:40,73000,-19.72,-2.5,30.28,,,,,
2022/7/4 10:40,73000,-19.74,-2.45,30.3,,,,,
2022/7/4 10:40,73000,-19.76,-2.4,30.32,,,,,
2022/7/4 10:41,73000,-19.78,-2.35,30.34,,,,,
2022/7/4 10:41,73000,-19.78,-2.35,30.34,,,,,
2022/7/4 10:41,73000,-19.8,-2.35,30.36,,,,,
2022/7/4 10:41,73000,-19.82,-2.35,30.36,,,,,
2022/7/4 10:41,73000,-19.82,-2.35,30.38,,,,,
2022/7/4 10:41,73000,-19.82,-2.35,30.38,,,,,
2022/7/4 10:41,73000,-19.82,-2.35,30.38,,,,,
2022/7/4 10:41,73000,-19.82,-2.35,30.38,,,,,
2022/7/4 10:41,73000,-19.8,-2.35,30.38,,,,,
2022/7/4 10:41,73000,-19.78,-2.35,30.36,,,,,
2022/7/4 10:41,73000,-19.78,-2.35,30.36,,,,,
2022/7/4 10:41,73000,-19.76,-2.35,30.34,,,,,
2022/7/4 10:41,73000,-19.74,-2.4,30.34,,,,,
2022/7/4 10:41,73000,-19.72,-2.45,30.32,,,,,
2022/7/4 10:41,73000,-19.7,-2.45,30.32,,,,,
2022/7/4 10:41,73000,-19.68,-2.45,30.34,,,,,
2022/7/4 10:41,73000,-19.68,-2.5,30.38,,,,,
2022/7/4 10:41,73000,-19.66,-2.5,30.4,,,,,
2022/7/4 10:41,73000,-19.64,-2.5,30.42,,,,,
2022/7/4 10:41,73000,-19.64,-2.45,30.42,,,,,
2022/7/4 10:41,73000,-19.64,-2.45,30.42,,,,,
2022/7/4 10:41,73000,-19.64,-2.45,30.4,,,,,
2022/7/4 10:41,73000,-19.66,-2.4,30.42,,,,,
2022/7/4 10:41,73000,-19.66,-2.35,30.42,,,,,
2022/7/4 10:41,73000,-19.68,-2.35,30.44,,,,,
2022/7/4 10:41,73000,-19.7,-2.3,30.46,,,,,
2022/7/4 10:41,73000,-19.72,-2.3,30.48,,,,,
2022/7/4 10:41,73000,-19.74,-2.25,30.5,,,,,
2022/7/4 10:41,73000,-19.76,-2.25,30.52,,,,,
2022/7/4 10:41,73000,-19.76,-2.25,30.54,,,,,
2022/7/4 10:41,73000,-19.78,-2.25,30.54,,,,,
2022/7/4 10:41,73000,-19.76,-2.25,30.54,,,,,
2022/7/4 10:41,73000,-19.76,-2.25,30.52,,,,,
2022/7/4 10:41,73000,-19.74,-2.3,30.52,,,,,
2022/7/4 10:41,73000,-19.72,-2.3,30.52,,,,,
2022/7/4 10:41,73000,-19.7,-2.3,30.52,,,,,
2022/7/4 10:41,73000,-19.68,-2.35,30.54,,,,,
2022/7/4 10:41,73000,-19.68,-2.35,30.54,,,,,
2022/7/4 10:41,73000,-19.66,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.64,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.64,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.64,-2.4,30.5,,,,,
2022/7/4 10:41,73000,-19.62,-2.4,30.5,,,,,
2022/7/4 10:41,73000,-19.6,-2.4,30.5,,,,,
2022/7/4 10:41,73000,-19.6,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.6,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.6,-2.4,30.52,,,,,
2022/7/4 10:41,73000,-19.6,-2.4,30.5,,,,,
2022/7/4 10:41,73000,-19.58,-2.4,30.5,,,,,
2022/7/4 10:41,73000,-19.58,-2.35,30.54,,,,,
2022/7/4 10:41,73000,-19.58,-2.35,30.58,,,,,
2022/7/4 10:41,73000,-19.58,-2.35,30.6,,,,,
2022/7/4 10:41,73000,-19.58,-2.35,30.62,,,,,
2022/7/4 10:41,73000,-19.58,-2.35,30.64,,,,,
2022/7/4 10:41,73000,-19.58,-2.3,30.64,,,,,
2022/7/4 10:41,73000,-19.58,-2.3,30.64,,,,,
2022/7/4 10:41,73000,-19.6,-2.3,30.66,,,,,
2022/7/4 10:41,73000,-19.58,-2.3,30.64,,,,,
2022/7/4 10:41,73000,-19.6,-2.3,30.64,,,,,
2022/7/4 10:41,73000,-19.6,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.6,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.6,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.62,,,,,
2022/7/4 10:42,73000,-19.58,-2.25,30.64,,,,,
2022/7/4 10:42,73000,-19.56,-2.25,30.7,,,,,
2022/7/4 10:42,73000,-19.56,-2.25,30.76,,,,,
2022/7/4 10:42,73000,-19.56,-2.25,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.8,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.8,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.76,,,,,
2022/7/4 10:42,73000,-19.54,-2.2,30.76,,,,,
2022/7/4 10:42,73000,-19.54,-2.2,30.76,,,,,
2022/7/4 10:42,73000,-19.52,-2.2,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.2,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.25,30.78,,,,,
2022/7/4 10:42,73000,-19.56,-2.2,30.78,,,,,
2022/7/4 10:42,73000,-19.56,-2.15,30.8,,,,,
2022/7/4 10:42,73000,-19.58,-2.15,30.82,,,,,
2022/7/4 10:42,73000,-19.6,-2.1,30.84,,,,,
2022/7/4 10:42,73000,-19.62,-2.05,30.86,,,,,
2022/7/4 10:42,73000,-19.64,-2.05,30.86,,,,,
2022/7/4 10:42,73000,-19.64,-2,30.86,,,,,
2022/7/4 10:42,73000,-19.66,-1.95,30.88,,,,,
2022/7/4 10:42,73000,-19.66,-1.95,30.86,,,,,
2022/7/4 10:42,73000,-19.64,-1.95,30.84,,,,,
2022/7/4 10:42,73000,-19.62,-1.95,30.82,,,,,
2022/7/4 10:42,73000,-19.6,-1.95,30.8,,,,,
2022/7/4 10:42,73000,-19.56,-2,30.78,,,,,
2022/7/4 10:42,73000,-19.54,-2.05,30.76,,,,,
2022/7/4 10:42,73000,-19.52,-2.1,30.74,,,,,
2022/7/4 10:42,73000,-19.48,-2.1,30.76,,,,,
2022/7/4 10:42,73000,-19.48,-2.15,30.78,,,,,
2022/7/4 10:42,73000,-19.5,-2.1,30.82,,,,,
2022/7/4 10:42,73000,-19.5,-2.15,30.86,,,,,
2022/7/4 10:42,73000,-19.54,-2.1,30.92,,,,,
2022/7/4 10:42,73000,-19.56,-2.05,30.96,,,,,
2022/7/4 10:42,73000,-19.58,-2.1,31,,,,,
2022/7/4 10:42,73000,-19.62,-1.9,31.02,,,,,
2022/7/4 10:42,73000,-19.62,-1.9,31.02,,,,,
2022/7/4 10:42,73000,-19.62,-1.9,31.02,,,,,
2022/7/4 10:42,73000,-19.6,-1.95,31,,,,,
2022/7/4 10:42,73000,-19.58,-2.05,30.98,,,,,
2022/7/4 10:42,73000,-19.54,-2,30.96,,,,,
2022/7/4 10:42,73000,-19.52,-2.1,30.92,,,,,
2022/7/4 10:42,73000,-19.5,-2.1,30.9,,,,,
2022/7/4 10:42,73000,-19.48,-2.1,30.88,,,,,
2022/7/4 10:42,73000,-19.46,-2.1,30.88,,,,,
2022/7/4 10:42,73000,-19.46,-2.1,30.88,,,,,
2022/7/4 10:42,73000,-19.46,-2.05,30.88,,,,,
2022/7/4 10:42,73000,-19.48,-2,30.9,,,,,
2022/7/4 10:42,73000,-19.48,-1.95,30.92,,,,,
2022/7/4 10:42,73000,-19.5,-1.9,30.94,,,,,
2022/7/4 10:43,73000,-19.52,-1.9,30.94,,,,,
2022/7/4 10:43,73000,-19.52,-1.85,30.96,,,,,
2022/7/4 10:43,73000,-19.54,-1.8,30.98,,,,,
2022/7/4 10:43,73000,-19.56,-1.8,30.98,,,,,
2022/7/4 10:43,73000,-19.56,-1.8,30.98,,,,,
2022/7/4 10:43,73000,-19.58,-1.85,30.98,,,,,
2022/7/4 10:43,73000,-19.58,-1.85,31,,,,,
2022/7/4 10:43,73000,-19.58,-1.8,31.02,,,,,
2022/7/4 10:43,73000,-19.58,-1.85,31.02,,,,,
2022/7/4 10:43,73000,-19.58,-1.85,31,,,,,
2022/7/4 10:43,73000,-19.58,-1.8,31,,,,,
2022/7/4 10:43,73000,-19.56,-1.95,30.98,,,,,
2022/7/4 10:43,73000,-19.56,-1.9,30.98,,,,,
2022/7/4 10:43,73000,-19.54,-1.9,30.96,,,,,
2022/7/4 10:43,73000,-19.52,-1.9,30.96,,,,,
2022/7/4 10:43,73000,-19.52,-1.95,30.96,,,,,
2022/7/4 10:43,73000,-19.5,-1.95,30.92,,,,,
2022/7/4 10:43,73000,-19.5,-1.95,30.9,,,,,
2022/7/4 10:43,73000,-19.5,-1.95,30.88,,,,,
2022/7/4 10:43,73000,-19.48,-1.95,30.88,,,,,
2022/7/4 10:43,73000,-19.46,-1.95,30.86,,,,,
2022/7/4 10:43,73000,-19.46,-2,30.86,,,,,
2022/7/4 10:43,73000,-19.46,-1.9,30.86,,,,,
2022/7/4 10:43,73000,-19.44,-1.9,30.84,,,,,
2022/7/4 10:43,73000,-19.44,-1.9,30.84,,,,,
2022/7/4 10:43,73000,-19.42,-1.9,30.84,,,,,
2022/7/4 10:43,73000,-19.42,-1.9,30.82,,,,,
2022/7/4 10:43,73000,-19.42,-1.9,30.82,,,,,
2022/7/4 10:43,73000,-19.4,-1.95,30.82,,,,,
2022/7/4 10:43,73000,-19.4,-1.95,30.82,,,,,
2022/7/4 10:43,73000,-19.4,-1.95,30.82,,,,,
2022/7/4 10:43,73000,-19.4,-2,30.82,,,,,
2022/7/4 10:43,73000,-19.4,-2,30.84,,,,,
2022/7/4 10:43,73000,-19.4,-2,30.84,,,,,
2022/7/4 10:43,73000,-19.4,-1.95,30.86,,,,,
2022/7/4 10:43,73000,-19.4,-1.95,30.88,,,,,
2022/7/4 10:43,73000,-19.42,-1.9,30.88,,,,,
2022/7/4 10:43,73000,-19.42,-1.9,30.9,,,,,
2022/7/4 10:43,73000,-19.44,-1.85,30.94,,,,,
2022/7/4 10:43,73000,-19.46,-1.85,30.94,,,,,
2022/7/4 10:43,73000,-19.48,-1.85,30.96,,,,,
2022/7/4 10:43,73000,-19.48,-1.8,30.98,,,,,
2022/7/4 10:43,73000,-19.5,-1.8,30.98,,,,,
2022/7/4 10:43,73000,-19.5,-1.75,30.98,,,,,
2022/7/4 10:43,73000,-19.5,-1.7,30.98,,,,,
2022/7/4 10:43,73000,-19.5,-1.7,30.98,,,,,
2022/7/4 10:43,73000,-19.5,-1.7,30.96,,,,,
2022/7/4 10:43,73000,-19.48,-1.7,30.96,,,,,
2022/7/4 10:43,73000,-19.48,-1.7,30.94,,,,,
2022/7/4 10:43,73000,-19.46,-1.7,30.92,,,,,
2022/7/4 10:43,73000,-19.44,-1.75,30.9,,,,,
2022/7/4 10:43,73000,-19.42,-1.75,30.88,,,,,
2022/7/4 10:43,73000,-19.42,-1.75,30.86,,,,,
2022/7/4 10:43,73000,-19.4,-1.75,30.84,,,,,
2022/7/4 10:43,73000,-19.38,-1.75,30.82,,,,,
2022/7/4 10:43,73000,-19.36,-1.8,30.82,,,,,
2022/7/4 10:43,73000,-19.36,-1.8,30.82,,,,,
2022/7/4 10:43,73000,-19.36,-1.8,30.82,,,,,
2022/7/4 10:43,73000,-19.34,-1.8,30.8,,,,,
2022/7/4 10:43,73000,-19.34,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.34,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.78,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.78,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.78,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.78,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.78,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.3,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.3,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.3,-1.85,30.8,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.82,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.82,,,,,
2022/7/4 10:44,73000,-19.32,-1.85,30.84,,,,,
2022/7/4 10:44,73000,-19.32,-1.8,30.84,,,,,
2022/7/4 10:44,73000,-19.32,-1.8,30.86,,,,,
2022/7/4 10:44,73000,-19.34,-1.8,30.86,,,,,
2022/7/4 10:44,73000,-19.34,-1.75,30.88,,,,,
2022/7/4 10:44,73000,-19.34,-1.75,30.88,,,,,
2022/7/4 10:44,73000,-19.34,-1.75,30.9,,,,,
2022/7/4 10:44,73000,-19.34,-1.75,30.9,,,,,
2022/7/4 10:44,73000,-19.34,-1.7,30.9,,,,,
2022/7/4 10:44,73000,-19.34,-1.7,30.9,,,,,
2022/7/4 10:44,73000,-19.34,-1.7,30.9,,,,,
2022/7/4 10:44,73000,-19.36,-1.7,30.9,,,,,
2022/7/4 10:44,73000,-19.36,-1.7,30.92,,,,,
2022/7/4 10:44,73000,-19.36,-1.7,30.92,,,,,
2022/7/4 10:44,73000,-19.36,-1.7,30.92,,,,,
2022/7/4 10:44,73000,-19.36,-1.65,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.65,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.65,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.65,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.65,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.6,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.6,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.6,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.6,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.55,30.94,,,,,
2022/7/4 10:44,73000,-19.38,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.38,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.55,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.36,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.34,-1.5,30.96,,,,,
2022/7/4 10:44,73000,-19.34,-1.5,30.94,,,,,
2022/7/4 10:44,73000,-19.34,-1.5,30.94,,,,,
2022/7/4 10:44,73000,-19.34,-1.5,30.94,,,,,
2022/7/4 10:44,73000,-19.32,-1.5,30.94,,,,,
2022/7/4 10:44,73000,-19.32,-1.5,30.92,,,,,
2022/7/4 10:44,73000,-19.3,-1.5,30.92,,,,,
2022/7/4 10:44,73000,-19.3,-1.55,30.92,,,,,
2022/7/4 10:44,73000,-19.28,-1.5,30.92,,,,,
2022/7/4 10:44,73000,-19.28,-1.5,30.9,,,,,
2022/7/4 10:45,73000,-19.28,-1.5,30.9,,,,,
2022/7/4 10:45,73000,-19.26,-1.5,30.9,,,,,
2022/7/4 10:45,73000,-19.26,-1.5,30.88,,,,,
2022/7/4 10:45,73000,-19.26,-1.5,30.88,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.88,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.88,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.88,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.24,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.22,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.22,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.22,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.22,-1.5,30.86,,,,,
2022/7/4 10:45,73000,-19.22,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.84,,,,,
2022/7/4 10:45,73000,-19.2,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.18,-1.5,30.84,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.18,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.45,30.82,,,,,
2022/7/4 10:45,73000,-19.14,-1.45,30.8,,,,,
2022/7/4 10:45,73000,-19.14,-1.45,30.8,,,,,
2022/7/4 10:45,73000,-19.14,-1.45,30.8,,,,,
2022/7/4 10:45,73000,-19.14,-1.45,30.8,,,,,
2022/7/4 10:45,73000,-19.12,-1.45,30.78,,,,,
2022/7/4 10:45,73000,-19.12,-1.45,30.78,,,,,
2022/7/4 10:45,73000,-19.12,-1.45,30.78,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.74,,,,,
2022/7/4 10:45,73000,-19.1,-1.45,30.74,,,,,
2022/7/4 10:45,73000,-19.08,-1.4,30.74,,,,,
2022/7/4 10:45,73000,-19.08,-1.4,30.74,,,,,
2022/7/4 10:45,73000,-19.08,-1.4,30.74,,,,,
2022/7/4 10:45,73000,-19.1,-1.35,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.35,30.76,,,,,
2022/7/4 10:45,73000,-19.1,-1.3,30.76,,,,,
2022/7/4 10:45,73000,-19.12,-1.3,30.78,,,,,
2022/7/4 10:45,73000,-19.12,-1.25,30.78,,,,,
2022/7/4 10:45,73000,-19.14,-1.25,30.8,,,,,
2022/7/4 10:45,73000,-19.14,-1.2,30.8,,,,,
2022/7/4 10:45,73000,-19.16,-1.2,30.82,,,,,
2022/7/4 10:45,73000,-19.16,-1.2,30.84,,,,,
2022/7/4 10:46,73000,-19.18,-1.15,30.86,,,,,
2022/7/4 10:46,73000,-19.18,-1.15,30.88,,,,,
2022/7/4 10:46,73000,-19.18,-1.1,30.88,,,,,
2022/7/4 10:46,73000,-19.18,-1.1,30.9,,,,,
2022/7/4 10:46,73000,-19.18,-1.1,30.9,,,,,
2022/7/4 10:46,73000,-19.2,-1.1,30.9,,,,,
2022/7/4 10:46,73000,-19.2,-1.1,30.92,,,,,
2022/7/4 10:46,73000,-19.18,-1.1,30.92,,,,,
2022/7/4 10:46,73000,-19.18,-1.1,30.92,,,,,
2022/7/4 10:46,73000,-19.18,-1.15,30.92,,,,,
2022/7/4 10:46,73000,-19.16,-1.2,30.9,,,,,
2022/7/4 10:46,73000,-19.14,-1.2,30.9,,,,,
2022/7/4 10:46,73000,-19.12,-1.2,30.88,,,,,
2022/7/4 10:46,73000,-19.1,-1.25,30.86,,,,,
2022/7/4 10:46,73000,-19.08,-1.25,30.84,,,,,
2022/7/4 10:46,73000,-19.06,-1.3,30.8,,,,,
2022/7/4 10:46,73000,-19.04,-1.3,30.78,,,,,
2022/7/4 10:46,73000,-19.04,-1.3,30.76,,,,,
2022/7/4 10:46,73000,-19.02,-1.3,30.74,,,,,
2022/7/4 10:46,73000,-19.02,-1.3,30.74,,,,,
2022/7/4 10:46,73000,-19.02,-1.25,30.74,,,,,
2022/7/4 10:46,73000,-19.02,-1.25,30.74,,,,,
2022/7/4 10:46,73000,-19.04,-1.2,30.74,,,,,
2022/7/4 10:46,73000,-19.04,-1.15,30.76,,,,,
2022/7/4 10:46,73000,-19.06,-1.15,30.78,,,,,
2022/7/4 10:46,73000,-19.08,-1.1,30.8,,,,,
2022/7/4 10:46,73000,-19.1,-1.1,30.84,,,,,
2022/7/4 10:46,73000,-19.12,-1.05,30.86,,,,,
2022/7/4 10:46,73000,-19.12,-1.05,30.88,,,,,
2022/7/4 10:46,73000,-19.14,-1,30.88,,,,,
2022/7/4 10:46,73000,-19.14,-1,30.9,,,,,
2022/7/4 10:46,73000,-19.14,-1,30.92,,,,,
2022/7/4 10:46,73000,-19.14,-1.05,30.92,,,,,
2022/7/4 10:46,73000,-19.12,-1.05,30.92,,,,,
2022/7/4 10:46,73000,-19.1,-1.1,30.9,,,,,
2022/7/4 10:46,73000,-19.08,-1.15,30.88,,,,,
2022/7/4 10:46,73000,-19.06,-1.15,30.84,,,,,
2022/7/4 10:46,73000,-19.02,-1.15,30.82,,,,,
2022/7/4 10:46,73000,-19,-1.2,30.8,,,,,
2022/7/4 10:46,73000,-18.98,-1.25,30.78,,,,,
2022/7/4 10:46,73000,-18.98,-1.25,30.76,,,,,
2022/7/4 10:46,73000,-18.96,-1.25,30.74,,,,,
2022/7/4 10:46,73000,-18.96,-1.25,30.74,,,,,
2022/7/4 10:46,73000,-18.96,-1.2,30.74,,,,,
2022/7/4 10:46,73000,-18.98,-1.15,30.74,,,,,
2022/7/4 10:46,73000,-18.98,-1.1,30.76,,,,,
2022/7/4 10:46,73000,-19,-1.05,30.76,,,,,
2022/7/4 10:46,73000,-19.02,-1.05,30.78,,,,,
2022/7/4 10:46,73000,-19.02,-1,30.8,,,,,
2022/7/4 10:46,73000,-19.04,-1,30.82,,,,,
2022/7/4 10:46,73000,-19.06,-0.95,30.84,,,,,
2022/7/4 10:46,73000,-19.08,-0.95,30.86,,,,,
2022/7/4 10:46,73000,-19.08,-0.9,30.88,,,,,
2022/7/4 10:46,73000,-19.08,-0.9,30.9,,,,,
2022/7/4 10:46,73000,-19.1,-0.9,30.9,,,,,
